dataset_id,dataset,target,epsilon,seed,episode_id,label,start,end,length,flatline_bin,method,score,predicted_bucket,value_hit
air_quality,UCI Air Quality,C6H6(GT),1.0,1,0,0,6327,6339,12,0,identity_channel_hmm_scan,0.006668760470391107,,
air_quality,UCI Air Quality,C6H6(GT),1.0,1,0,0,6887,6899,12,0,identity_channel_hmm_scan,0.0016506143563478895,,
air_quality,UCI Air Quality,C6H6(GT),1.0,1,0,0,275,287,12,0,identity_channel_hmm_scan,0.08815445842286702,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,1,5812,5824,12,0,privsaf_hmm_scan,0.40617757669728705,0,1.0
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,1508,1520,12,0,privsaf_hmm_scan,0.15658294460804054,9,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,3196,3208,12,0,privsaf_hmm_scan,0.8328566887063306,0,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,6327,6339,12,0,privsaf_hmm_scan,0.10231465224728929,8,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,6887,6899,12,0,privsaf_hmm_scan,0.7859518885047291,2,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,275,287,12,0,privsaf_hmm_scan,0.09299911020202806,7,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,1,5812,5824,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,1508,1520,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,3196,3208,12,0,privatized_bucket_count,0.08333333333333333,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,6327,6339,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,6887,6899,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,275,287,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,1,5812,5824,12,0,identity_channel_hmm_scan,0.004087940759864617,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,1508,1520,12,0,identity_channel_hmm_scan,0.02218522994258855,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,3196,3208,12,0,identity_channel_hmm_scan,0.0023822380069927975,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,6327,6339,12,0,identity_channel_hmm_scan,0.0013340445399276089,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,6887,6899,12,0,identity_channel_hmm_scan,0.007998767614483742,,
air_quality,UCI Air Quality,C6H6(GT),1.0,2,0,0,275,287,12,0,identity_channel_hmm_scan,0.007183609272532136,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,1,5812,5824,12,0,privsaf_hmm_scan,0.9921062433567537,0,1.0
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,1508,1520,12,0,privsaf_hmm_scan,0.012529740108039816,6,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,3196,3208,12,0,privsaf_hmm_scan,0.8200501819878303,0,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,6327,6339,12,0,privsaf_hmm_scan,0.4416011937757173,2,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,6887,6899,12,0,privsaf_hmm_scan,0.5018891408705736,1,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,275,287,12,0,privsaf_hmm_scan,0.10817204016383043,15,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,1,5812,5824,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,1508,1520,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,3196,3208,12,0,privatized_bucket_count,0.08333333333333333,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,6327,6339,12,0,privatized_bucket_count,0.08333333333333333,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,6887,6899,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,275,287,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,1,5812,5824,12,0,identity_channel_hmm_scan,0.004604175288941412,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,1508,1520,12,0,identity_channel_hmm_scan,0.0064691408984713,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,3196,3208,12,0,identity_channel_hmm_scan,0.003228947128904922,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,6327,6339,12,0,identity_channel_hmm_scan,0.00498657867138244,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,6887,6899,12,0,identity_channel_hmm_scan,0.001989963007900527,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,0,0,275,287,12,0,identity_channel_hmm_scan,0.002171927917081306,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,1,5812,5824,12,0,privsaf_hmm_scan,0.9689131723597632,0,1.0
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,1508,1520,12,0,privsaf_hmm_scan,0.23447192685771387,11,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,3196,3208,12,0,privsaf_hmm_scan,0.8075711721204665,3,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,6327,6339,12,0,privsaf_hmm_scan,0.1424842778594588,2,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,6887,6899,12,0,privsaf_hmm_scan,0.6458915738586449,3,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,275,287,12,0,privsaf_hmm_scan,0.1898973855568704,3,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,1,5812,5824,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,1508,1520,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,3196,3208,12,0,privatized_bucket_count,0.16666666666666666,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,6327,6339,12,0,privatized_bucket_count,0.08333333333333333,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,6887,6899,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,275,287,12,0,privatized_bucket_count,0.0,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,1,5812,5824,12,0,identity_channel_hmm_scan,0.0013406632087627826,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,1508,1520,12,0,identity_channel_hmm_scan,0.0045866771489196404,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,3196,3208,12,0,identity_channel_hmm_scan,0.0031003491681353794,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,6327,6339,12,0,identity_channel_hmm_scan,0.0014534953357466316,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,6887,6899,12,0,identity_channel_hmm_scan,0.0025036535115709182,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,0,0,275,287,12,0,identity_channel_hmm_scan,0.006442367110259931,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,1,5812,5824,12,0,privsaf_hmm_scan,0.9764207832686869,0,1.0
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,1508,1520,12,0,privsaf_hmm_scan,0.09775859316252607,9,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,3196,3208,12,0,privsaf_hmm_scan,0.997149694758008,2,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,6327,6339,12,0,privsaf_hmm_scan,0.9277688623672011,1,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,6887,6899,12,0,privsaf_hmm_scan,0.7884185341635731,3,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,275,287,12,0,privsaf_hmm_scan,0.01701868587952596,5,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,1,5812,5824,12,0,privatized_bucket_count,0.08333333333333333,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,1508,1520,12,0,privatized_bucket_count,0.08333333333333333,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,3196,3208,12,0,privatized_bucket_count,0.08333333333333333,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,6327,6339,12,0,privatized_bucket_count,0.08333333333333333,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,6887,6899,12,0,privatized_bucket_count,0.25,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,275,287,12,0,privatized_bucket_count,0.16666666666666666,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,1,5812,5824,12,0,identity_channel_hmm_scan,0.004849794502221684,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,1508,1520,12,0,identity_channel_hmm_scan,0.0036698649482222565,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,3196,3208,12,0,identity_channel_hmm_scan,0.002682845776987,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,6327,6339,12,0,identity_channel_hmm_scan,0.0026059229978068854,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,6887,6899,12,0,identity_channel_hmm_scan,0.005941088125284779,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,0,0,275,287,12,0,identity_channel_hmm_scan,0.001899974983387747,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,1,23386,23419,33,31,privsaf_hmm_scan,0.9591874509510134,31,1.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,1,1,23964,23997,33,31,privsaf_hmm_scan,0.9882741862433414,31,1.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,2,1,15936,15951,15,31,privsaf_hmm_scan,0.615600250209982,31,1.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,3,1,7688,7706,18,31,privsaf_hmm_scan,0.9230749516566296,31,1.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,4,1,8655,8670,15,31,privsaf_hmm_scan,0.753770863594996,28,0.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,5,1,14335,14347,12,31,privsaf_hmm_scan,0.965944069465034,24,0.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,6,1,8417,8440,23,31,privsaf_hmm_scan,0.7303662831874058,31,1.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,7,1,23908,23924,16,31,privsaf_hmm_scan,0.21354815149888964,28,0.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,8,1,25621,25635,14,31,privsaf_hmm_scan,0.8790866634924933,29,0.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,9,1,859,871,12,0,privsaf_hmm_scan,0.08080121909790412,2,0.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,10,1,19383,19399,16,0,privsaf_hmm_scan,0.2853626668048863,2,0.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,11,1,15434,15446,12,0,privsaf_hmm_scan,0.4997587352115836,0,1.0
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,4906,4939,33,31,privsaf_hmm_scan,0.06684263494254242,6,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,10536,10569,33,31,privsaf_hmm_scan,0.257337470227566,8,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,20771,20804,33,31,privsaf_hmm_scan,0.1794625727567187,8,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,22612,22645,33,31,privsaf_hmm_scan,0.7926648996238552,2,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,930,963,33,31,privsaf_hmm_scan,0.5395020059229039,0,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,1,0,13650,13683,33,31,privsaf_hmm_scan,0.7297256303871091,13,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,1,0,14052,14085,33,31,privsaf_hmm_scan,0.1785703928451844,3,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,1,0,1069,1102,33,31,privsaf_hmm_scan,0.22147643520740154,5,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,1,0,24119,24152,33,31,privsaf_hmm_scan,0.1879990339284067,5,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,1,0,28994,29027,33,31,privsaf_hmm_scan,0.13177320673218865,4,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,2,0,1558,1573,15,31,privsaf_hmm_scan,0.19491507413356934,16,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,2,0,3264,3279,15,31,privsaf_hmm_scan,0.11675200248743817,2,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,2,0,17553,17568,15,31,privsaf_hmm_scan,0.1037574490842704,12,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,2,0,10512,10527,15,31,privsaf_hmm_scan,0.13026941572425343,8,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,2,0,13176,13191,15,31,privsaf_hmm_scan,0.3284828131668815,17,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,3,0,28174,28192,18,31,privsaf_hmm_scan,0.3540237920985423,4,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,3,0,9112,9130,18,31,privsaf_hmm_scan,0.0682967004010457,13,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,3,0,14907,14925,18,31,privsaf_hmm_scan,0.6242769259910292,19,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,3,0,20170,20188,18,31,privsaf_hmm_scan,0.4543032538101868,4,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,3,0,10888,10906,18,31,privsaf_hmm_scan,0.8356239836534647,2,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,4,0,14487,14502,15,31,privsaf_hmm_scan,0.1364023367354311,7,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,4,0,11462,11477,15,31,privsaf_hmm_scan,0.072188770260545,1,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,4,0,9515,9530,15,31,privsaf_hmm_scan,0.12482743470948916,2,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,4,0,13431,13446,15,31,privsaf_hmm_scan,0.059272819064897266,12,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,4,0,6464,6479,15,31,privsaf_hmm_scan,0.9368298421370653,0,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,5,0,27250,27262,12,31,privsaf_hmm_scan,0.4932507669412094,3,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,5,0,20212,20224,12,31,privsaf_hmm_scan,0.5421680878713944,4,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,5,0,11232,11244,12,31,privsaf_hmm_scan,0.4894196408983842,13,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,5,0,28121,28133,12,31,privsaf_hmm_scan,0.11664562472578406,3,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,5,0,6362,6374,12,31,privsaf_hmm_scan,0.3520075286576206,17,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,6,0,3205,3228,23,31,privsaf_hmm_scan,0.5473495929607696,11,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,6,0,16268,16291,23,31,privsaf_hmm_scan,0.1566272494997509,1,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,6,0,10654,10677,23,31,privsaf_hmm_scan,0.07888438586920318,6,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,6,0,11291,11314,23,31,privsaf_hmm_scan,0.4669993202971329,11,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,6,0,11276,11299,23,31,privsaf_hmm_scan,0.5265211081634255,11,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,7,0,22860,22876,16,31,privsaf_hmm_scan,0.2585970593136139,11,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,7,0,14007,14023,16,31,privsaf_hmm_scan,0.11929075621586278,3,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,7,0,17692,17708,16,31,privsaf_hmm_scan,0.1464006689875056,15,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,7,0,5734,5750,16,31,privsaf_hmm_scan,0.4466738994635977,1,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,7,0,10614,10630,16,31,privsaf_hmm_scan,0.5261641712221121,20,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,8,0,28180,28194,14,31,privsaf_hmm_scan,0.35910168662125813,4,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,8,0,11968,11982,14,31,privsaf_hmm_scan,0.23759933057234692,10,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,8,0,11405,11419,14,31,privsaf_hmm_scan,0.12837985634011334,1,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,8,0,15562,15576,14,31,privsaf_hmm_scan,0.9295344894241605,1,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,8,0,29528,29542,14,31,privsaf_hmm_scan,0.1284720392363284,7,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,9,0,2565,2577,12,0,privsaf_hmm_scan,0.9020566215530046,12,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,9,0,23488,23500,12,0,privsaf_hmm_scan,0.07095098554053429,7,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,9,0,20795,20807,12,0,privsaf_hmm_scan,0.17219838993722533,10,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,9,0,19503,19515,12,0,privsaf_hmm_scan,0.31791713206881583,4,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,9,0,2488,2500,12,0,privsaf_hmm_scan,0.101467991886239,11,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,10,0,4157,4173,16,0,privsaf_hmm_scan,0.07661712384457352,11,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,10,0,20830,20846,16,0,privsaf_hmm_scan,0.15535757665180572,10,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,10,0,28126,28142,16,0,privsaf_hmm_scan,0.09596145801433552,3,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,10,0,7497,7513,16,0,privsaf_hmm_scan,0.2270544081541995,8,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,10,0,20604,20620,16,0,privsaf_hmm_scan,0.06179603037550437,8,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,11,0,2450,2462,12,0,privsaf_hmm_scan,0.09067725110164128,3,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,11,0,1399,1411,12,0,privsaf_hmm_scan,0.06188824576986309,1,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,11,0,995,1007,12,0,privsaf_hmm_scan,0.35928304548275825,1,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,11,0,26775,26787,12,0,privsaf_hmm_scan,0.17878085808049274,4,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,11,0,1755,1767,12,0,privsaf_hmm_scan,0.1483630175740737,1,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,1,23386,23419,33,31,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,1,1,23964,23997,33,31,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,2,1,15936,15951,15,31,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,3,1,7688,7706,18,31,privatized_bucket_count,0.05555555555555555,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,4,1,8655,8670,15,31,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,5,1,14335,14347,12,31,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,6,1,8417,8440,23,31,privatized_bucket_count,0.043478260869565216,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,7,1,23908,23924,16,31,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,8,1,25621,25635,14,31,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,9,1,859,871,12,0,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,10,1,19383,19399,16,0,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,11,1,15434,15446,12,0,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,4906,4939,33,31,privatized_bucket_count,0.0,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,10536,10569,33,31,privatized_bucket_count,0.030303030303030304,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,20771,20804,33,31,privatized_bucket_count,0.030303030303030304,,
beijing_air,UCI Beijing Multi-Site Air,Aotizhongxin PM2.5,1.0,0,0,0,22612,22645,33,31,privatized_bucket_count,0.0,,
